ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
26270,Friendly,2002-02-13,Wales,1.0,1.0,Argentina,,True
26271,King's Cup,2002-02-14,Qatar,3.0,0.0,Singapore,,False
26272,King's Cup,2002-02-14,Thailand,0.0,1.0,North Korea,,True
26273,Lunar New Year Cup,2002-02-15,China,0.0,0.0,Slovenia,,False
26274,King's Cup,2002-02-16,Qatar,2.0,0.0,Singapore,,False
26275,King's Cup,2002-02-16,Thailand,0.0,0.0,North Korea,,True
26276,Friendly,2002-02-18,Gibraltar,2.0,2.0,Monaco,,False
26277,Friendly,2002-03-01,Iran,1.0,0.0,Venezuela,,False
26278,Friendly,2002-03-02,Botswana,6.0,2.0,Eswatini,,True
26279,Friendly,2002-03-02,United States,4.0,0.0,Honduras,,True
26280,Friendly,2002-03-07,Brazil,6.0,1.0,Iceland,,True
26281,Oceania Nations Cup qualification,2002-03-09,American Samoa,0.0,10.0,New Caledonia,,False
26282,Oceania Nations Cup qualification,2002-03-09,Samoa,2.0,0.0,Tonga,,True
26283,Muratti Vase,2002-03-09,Alderney,1.0,2.0,Jersey,,True
26284,Friendly,2002-03-10,Eswatini,1.0,0.0,Lesotho,,True
26285,Friendly,2002-03-10,United States,1.0,0.0,Ecuador,,True
26286,Oceania Nations Cup qualification,2002-03-12,American Samoa,2.0,7.0,Tonga,,False
26287,Oceania Nations Cup qualification,2002-03-12,New Caledonia,1.0,4.0,Papua New Guinea,,False
26288,Friendly,2002-03-13,Mexico,4.0,0.0,Albania,,False
26289,Friendly,2002-03-13,Tunisia,0.0,0.0,South Korea,,True
26290,Friendly,2002-03-14,Estonia,2.0,0.0,Saudi Arabia,,False
26291,Oceania Nations Cup qualification,2002-03-14,Papua New Guinea,5.0,0.0,Tonga,,False
26292,Oceania Nations Cup qualification,2002-03-14,Samoa,5.0,0.0,American Samoa,,True
26293,Friendly,2002-03-16,Botswana,3.0,1.0,Namibia,,True
26294,COSAFA Cup,2002-03-16,Mauritius,2.0,3.0,Madagascar,,True
26295,Oceania Nations Cup qualification,2002-03-16,New Caledonia,9.0,0.0,Tonga,,False
26296,Oceania Nations Cup qualification,2002-03-16,Samoa,1.0,4.0,Papua New Guinea,,True
26297,Friendly,2002-03-17,Sri Lanka,1.0,1.0,Pakistan,,True
26298,Oceania Nations Cup qualification,2002-03-18,American Samoa,0.0,7.0,Papua New Guinea,,False
26299,Oceania Nations Cup qualification,2002-03-18,Samoa,0.0,5.0,New Caledonia,,True
26300,Friendly,2002-03-19,Sri Lanka,0.0,0.0,Pakistan,,True
26301,Friendly,2002-03-20,Finland,0.0,2.0,South Korea,,False
26302,Friendly,2002-03-20,Saudi Arabia,1.0,0.0,South Africa,,False
26303,Friendly,2002-03-21,Japan,1.0,0.0,Ukraine,,True
26304,Friendly,2002-03-23,Sri Lanka,1.0,0.0,Pakistan,,True
26305,Friendly,2002-03-25,Sri Lanka,2.0,1.0,Pakistan,,True
26306,Friendly,2002-03-26,South Korea,0.0,0.0,Turkey,,False
26307,Friendly,2002-03-26,Nigeria,1.0,1.0,Paraguay,,False
26308,Friendly,2002-03-27,Albania,1.0,0.0,Azerbaijan,,True
26309,Friendly,2002-03-27,Argentina,2.0,2.0,Cameroon,,False
26310,Friendly,2002-03-27,Austria,2.0,0.0,Slovakia,,True
26311,Friendly,2002-03-27,Belize,3.0,1.0,Guyana,,True
26312,Friendly,2002-03-27,Bosnia and Herzegovina,4.0,4.0,North Macedonia,,True
26313,Friendly,2002-03-27,Brazil,1.0,0.0,Serbia,,True
26314,Friendly,2002-03-27,Bulgaria,0.0,3.0,Ecuador,,False
26315,Friendly,2002-03-27,Croatia,0.0,0.0,Slovenia,,True
26316,Friendly,2002-03-27,England,1.0,2.0,Italy,,True
26317,Friendly,2002-03-27,Estonia,2.0,1.0,Russia,,True
26318,Friendly,2002-03-27,France,5.0,0.0,Scotland,,True
26319,Friendly,2002-03-27,Georgia,4.0,1.0,South Africa,,True
26320,Friendly,2002-03-27,Germany,4.0,2.0,United States,,True
26321,Friendly,2002-03-27,Republic of Ireland,3.0,0.0,Denmark,,True
26322,Friendly,2002-03-27,Liechtenstein,0.0,0.0,Northern Ireland,,True
26323,Friendly,2002-03-27,Luxembourg,0.0,3.0,Latvia,,True
26324,Friendly,2002-03-27,Malta,1.0,1.0,Andorra,,True
26325,Friendly,2002-03-27,Moldova,0.0,2.0,Hungary,,True
26326,Friendly,2002-03-27,Netherlands,1.0,0.0,Spain,,True
26327,Friendly,2002-03-27,Poland,0.0,2.0,Japan,,True
26328,Friendly,2002-03-27,Portugal,1.0,4.0,Finland,,True
26329,Friendly,2002-03-27,Romania,4.0,1.0,Ukraine,,True
26330,Friendly,2002-03-27,Saudi Arabia,3.0,2.0,Uruguay,,True
26331,Friendly,2002-03-27,Senegal,2.0,1.0,Bolivia,,True
26332,Friendly,2002-03-27,Sweden,1.0,1.0,Switzerland,,True
26333,Friendly,2002-03-27,Tunisia,0.0,0.0,Norway,,True
26334,Friendly,2002-03-27,Wales,0.0,0.0,Czech Republic,,True
26335,COSAFA Cup,2002-03-30,Botswana,0.0,0.0,South Africa,,True
26336,Friendly,2002-03-30,Eswatini,1.0,2.0,Mozambique,,True
26337,Friendly,2002-03-31,Eswatini,1.0,1.0,Mozambique,,True
26338,Friendly,2002-04-04,Sri Lanka,1.0,0.0,Maldives,,True
26339,Friendly,2002-04-06,Sri Lanka,1.0,1.0,Maldives,,True
26340,COSAFA Cup,2002-04-07,Lesotho,0.0,2.0,Mozambique,,True
26341,Friendly,2002-04-09,Singapore,2.0,0.0,Maldives,,True
26342,Friendly,2002-04-10,Yemen,1.0,1.0,Ethiopia,,True
26343,Friendly,2002-04-17,Andorra,2.0,0.0,Albania,,True
26344,Friendly,2002-04-17,Austria,0.0,0.0,Cameroon,,True
26345,Friendly,2002-04-17,Belgium,1.0,1.0,Slovakia,,True
26346,Friendly,2002-04-17,Belize,7.0,1.0,Nicaragua,,True
26347,Friendly,2002-04-17,Croatia,2.0,0.0,Bosnia and Herzegovina,,True
26348,Friendly,2002-04-17,Denmark,3.0,1.0,Israel,,True
26349,Friendly,2002-04-17,Ecuador,0.0,0.0,South Africa,,False
26350,Friendly,2002-04-17,England,4.0,0.0,Paraguay,,True
26351,Friendly,2002-04-17,France,0.0,0.0,Russia,,True
26352,Friendly,2002-04-17,Germany,0.0,1.0,Argentina,,True
26353,Friendly,2002-04-17,Greece,0.0,0.0,Czech Republic,,True
26354,Friendly,2002-04-17,Hungary,2.0,5.0,Belarus,,True
26355,Friendly,2002-04-17,Republic of Ireland,2.0,1.0,United States,,True
26356,Friendly,2002-04-17,Italy,1.0,1.0,Uruguay,,True
26357,Friendly,2002-04-17,Japan,1.0,1.0,Costa Rica,,True
26358,Friendly,2002-04-17,Latvia,2.0,1.0,Kazakhstan,,True
26359,Friendly,2002-04-17,Luxembourg,3.0,3.0,Liechtenstein,,True
26360,Friendly,2002-04-17,North Macedonia,1.0,0.0,Finland,,True
26361,Friendly,2002-04-17,Malta,1.0,0.0,Azerbaijan,,True
26362,Friendly,2002-04-17,Mexico,1.0,0.0,Bulgaria,,False
26363,Friendly,2002-04-17,Northern Ireland,0.0,5.0,Spain,,True
26364,Friendly,2002-04-17,Norway,0.0,0.0,Sweden,,True
26365,Friendly,2002-04-17,Poland,1.0,2.0,Romania,,True
26366,Friendly,2002-04-17,Portugal,1.0,1.0,Brazil,,True
26367,Friendly,2002-04-17,Scotland,1.0,2.0,Nigeria,,True
26368,Friendly,2002-04-17,Serbia,4.0,1.0,Lithuania,,True
26369,Friendly,2002-04-17,Slovenia,1.0,0.0,Tunisia,,True
26370,Friendly,2002-04-17,Turkey,2.0,0.0,Chile,,False
26371,Friendly,2002-04-17,Ukraine,2.0,1.0,Georgia,,True
26372,Friendly,2002-04-21,South Korea,2.0,0.0,Costa Rica,,True
26373,COSAFA Cup,2002-04-21,Eswatini,2.0,1.0,Namibia,,True
26374,Friendly,2002-04-27,South Korea,0.0,0.0,China,,True
26375,Kirin Cup,2002-04-29,Japan,1.0,0.0,Slovakia,,True
26376,Kirin Cup,2002-05-02,Japan,3.0,3.0,Honduras,,True
26377,Friendly,2002-05-04,Malawi,1.0,0.0,Tanzania,,True
26378,Friendly,2002-05-04,Nigeria,3.0,0.0,Kenya,,True
26379,COSAFA Cup,2002-05-05,Zimbabwe,0.0,2.0,Eswatini,,True
26380,Muratti Vase,2002-05-06,Jersey,2.0,1.0,Guernsey,,True
26381,Friendly,2002-05-07,Venezuela,0.0,0.0,Colombia,,True
26382,Friendly,2002-05-08,Ecuador,1.0,0.0,Serbia,,False
26383,Friendly,2002-05-08,Hungary,0.0,2.0,Croatia,,True
26384,Friendly,2002-05-09,Costa Rica,1.0,2.0,Colombia,,True
26385,Friendly,2002-05-09,Germany,7.0,0.0,Kuwait,,True
26386,Friendly,2002-05-11,Kenya,1.0,0.0,Tanzania,,True
26387,Friendly,2002-05-12,Mexico,2.0,1.0,Colombia,,True
26388,Friendly,2002-05-12,South Africa,1.0,0.0,Madagascar,,True
26389,Friendly,2002-05-12,United States,2.0,1.0,Uruguay,,True
26390,Friendly,2002-05-14,Belgium,0.0,0.0,Algeria,,True
26391,Friendly,2002-05-14,Norway,3.0,0.0,Japan,,True
26392,Friendly,2002-05-14,Saudi Arabia,3.0,2.0,Senegal,,True
26393,Friendly,2002-05-14,Slovakia,4.0,1.0,Uzbekistan,,True
26394,Friendly,2002-05-14,Wales,1.0,0.0,Germany,,True
26395,Friendly,2002-05-15,Greece,3.0,1.0,Cyprus,,True
26396,Friendly,2002-05-15,Switzerland,1.0,3.0,Canada,,True
26397,Friendly,2002-05-16,China,0.0,2.0,Uruguay,,True
26398,Friendly,2002-05-16,Republic of Ireland,1.0,2.0,Nigeria,,True
26399,Friendly,2002-05-16,South Korea,4.0,1.0,Scotland,,True
26400,Friendly,2002-05-16,Mexico,1.0,0.0,Bolivia,,False
26401,Friendly,2002-05-16,United States,5.0,0.0,Jamaica,,True
26402,Friendly,2002-05-17,Myanmar,1.0,1.0,Malaysia,,True
26403,Friendly,2002-05-17,Denmark,2.0,1.0,Cameroon,,True
26404,Friendly,2002-05-17,Russia,1.0,1.0,Belarus,,True
26405,Friendly,2002-05-17,Slovenia,2.0,0.0,Ghana,,True
26406,Friendly,2002-05-17,Sweden,1.0,2.0,Paraguay,,True
26407,Friendly,2002-05-17,Ukraine,2.0,0.0,Serbia,,False
26408,Friendly,2002-05-17,Canary Islands,0.0,2.0,Venezuela,,True
26409,Friendly,2002-05-18,Czech Republic,1.0,0.0,Italy,,True
26410,Friendly,2002-05-18,France,1.0,2.0,Belgium,,True
26411,Friendly,2002-05-18,Germany,6.0,2.0,Austria,,True
26412,Unity Cup,2002-05-18,Jamaica,0.0,1.0,Nigeria,,False
26413,COSAFA Cup,2002-05-18,Malawi,2.0,1.0,Angola,,True
26414,Friendly,2002-05-18,Poland,1.0,0.0,Estonia,,True
26415,Friendly,2002-05-18,Tanzania,0.0,5.0,Kenya,,True
26416,Friendly,2002-05-18,Catalonia,1.0,3.0,Brazil,,True
26417,Friendly,2002-05-19,Belarus,2.0,0.0,Ukraine,,False
26418,Friendly,2002-05-19,Myanmar,0.0,0.0,Malaysia,,True
26419,Friendly,2002-05-19,Russia,1.0,1.0,Serbia,,True
26420,Friendly,2002-05-19,United States,0.0,2.0,Netherlands,,True
26421,Friendly,2002-05-20,Scotland,0.0,2.0,South Africa,,False
26422,Friendly,2002-05-21,South Korea,1.0,1.0,England,,True
26423,Friendly,2002-05-21,San Marino,0.0,1.0,Estonia,,True
26424,Friendly,2002-05-21,Singapore,1.0,2.0,Uruguay,,True
26425,Friendly,2002-05-22,Finland,2.0,1.0,Latvia,,True
26426,Friendly,2002-05-22,Norway,1.0,1.0,Iceland,,True
26427,Friendly,2002-05-23,Ecuador,0.0,1.0,Senegal,,False
26428,Friendly,2002-05-23,South Africa,2.0,0.0,Turkey,,False
26429,Friendly,2002-05-25,China,0.0,2.0,Portugal,,False
26430,Friendly,2002-05-25,Japan,1.0,1.0,Sweden,,True
26431,Friendly,2002-05-25,Malaysia,0.0,4.0,Brazil,,True
26432,Friendly,2002-05-26,Belgium,1.0,0.0,Costa Rica,,False
26433,Friendly,2002-05-26,Cameroon,2.0,2.0,England,,False
26434,Friendly,2002-05-26,Denmark,2.0,1.0,Tunisia,,False
26435,Friendly,2002-05-26,South Korea,2.0,3.0,France,,True
26436,Friendly,2002-05-30,Kuwait,1.0,3.0,Iran,,True
26437,FIFA World Cup,2002-05-31,France,0.0,1.0,Senegal,,False
26438,FIFA World Cup,2002-06-01,Germany,8.0,0.0,Saudi Arabia,,False
26439,FIFA World Cup,2002-06-01,Republic of Ireland,1.0,1.0,Cameroon,,False
26440,FIFA World Cup,2002-06-01,Uruguay,1.0,2.0,Denmark,,False
26441,FIFA World Cup,2002-06-02,Argentina,1.0,0.0,Nigeria,,False
26442,FIFA World Cup,2002-06-02,England,1.0,1.0,Sweden,,False
26443,FIFA World Cup,2002-06-02,Paraguay,2.0,2.0,South Africa,,False
26444,FIFA World Cup,2002-06-02,Spain,3.0,1.0,Slovenia,,False
26445,FIFA World Cup,2002-06-03,Brazil,2.0,1.0,Turkey,,False
26446,FIFA World Cup,2002-06-03,Croatia,0.0,1.0,Mexico,,False
26447,FIFA World Cup,2002-06-03,Italy,2.0,0.0,Ecuador,,False
26448,FIFA World Cup,2002-06-04,China,0.0,2.0,Costa Rica,,False
26449,FIFA World Cup,2002-06-04,Japan,2.0,2.0,Belgium,,True
26450,FIFA World Cup,2002-06-04,South Korea,2.0,0.0,Poland,,True
26451,FIFA World Cup,2002-06-05,Germany,1.0,1.0,Republic of Ireland,,False
26452,FIFA World Cup,2002-06-05,Russia,2.0,0.0,Tunisia,,False
26453,FIFA World Cup,2002-06-05,United States,3.0,2.0,Portugal,,False
26454,FIFA World Cup,2002-06-06,Cameroon,1.0,0.0,Saudi Arabia,,False
26455,FIFA World Cup,2002-06-06,Denmark,1.0,1.0,Senegal,,False
26456,FIFA World Cup,2002-06-06,France,0.0,0.0,Uruguay,,False
26457,Friendly,2002-06-06,Saint Martin,2.0,1.0,Anguilla,,True
26458,Friendly,2002-06-07,Andorra,0.0,2.0,Armenia,,True
26459,FIFA World Cup,2002-06-07,Argentina,0.0,1.0,England,,False
26460,FIFA World Cup,2002-06-07,Spain,3.0,1.0,Paraguay,,False
26461,FIFA World Cup,2002-06-07,Sweden,2.0,1.0,Nigeria,,False
26462,FIFA World Cup,2002-06-08,Brazil,4.0,0.0,China,,False
26463,FIFA World Cup,2002-06-08,Italy,1.0,2.0,Croatia,,False
26464,Friendly,2002-06-08,Malawi,2.0,0.0,Botswana,,True
26465,FIFA World Cup,2002-06-08,South Africa,1.0,0.0,Slovenia,,False
26466,FIFA World Cup,2002-06-09,Costa Rica,1.0,1.0,Turkey,,False
26467,FIFA World Cup,2002-06-09,Japan,1.0,0.0,Russia,,True
26468,Friendly,2002-06-09,Malawi,1.0,0.0,Botswana,,True
26469,FIFA World Cup,2002-06-09,Mexico,2.0,1.0,Ecuador,,False
26470,FIFA World Cup,2002-06-10,South Korea,1.0,1.0,United States,,True
26471,FIFA World Cup,2002-06-10,Portugal,4.0,0.0,Poland,,False
26472,FIFA World Cup,2002-06-10,Tunisia,1.0,1.0,Belgium,,False
26473,FIFA World Cup,2002-06-11,Cameroon,0.0,2.0,Germany,,False
26474,FIFA World Cup,2002-06-11,Denmark,2.0,0.0,France,,False
26475,FIFA World Cup,2002-06-11,Saudi Arabia,0.0,3.0,Republic of Ireland,,False
26476,FIFA World Cup,2002-06-11,Senegal,3.0,3.0,Uruguay,,False
26477,FIFA World Cup,2002-06-12,Nigeria,0.0,0.0,England,,False
26478,FIFA World Cup,2002-06-12,Slovenia,1.0,3.0,Paraguay,,False
26479,FIFA World Cup,2002-06-12,South Africa,2.0,3.0,Spain,,False
26480,FIFA World Cup,2002-06-12,Sweden,1.0,1.0,Argentina,,False
26481,FIFA World Cup,2002-06-13,Costa Rica,2.0,5.0,Brazil,,False
26482,FIFA World Cup,2002-06-13,Ecuador,1.0,0.0,Croatia,,False
26483,FIFA World Cup,2002-06-13,Mexico,1.0,1.0,Italy,,False
26484,FIFA World Cup,2002-06-13,Turkey,3.0,0.0,China,,False
26485,FIFA World Cup,2002-06-14,Belgium,3.0,2.0,Russia,,False
26486,FIFA World Cup,2002-06-14,Japan,2.0,0.0,Tunisia,,True
26487,FIFA World Cup,2002-06-14,South Korea,1.0,0.0,Portugal,,True
26488,FIFA World Cup,2002-06-14,Poland,3.0,1.0,United States,,False
26489,FIFA World Cup,2002-06-15,Denmark,0.0,3.0,England,,False
26490,FIFA World Cup,2002-06-15,Germany,1.0,0.0,Paraguay,,False
26491,FIFA World Cup,2002-06-16,Spain,1.0,1.0,Republic of Ireland,,False
26492,FIFA World Cup,2002-06-16,Sweden,1.0,2.0,Senegal,,False
26493,FIFA World Cup,2002-06-17,Brazil,2.0,0.0,Belgium,,False
26494,FIFA World Cup,2002-06-17,Mexico,0.0,2.0,United States,,False
26495,FIFA World Cup,2002-06-18,Japan,0.0,1.0,Turkey,,True
26496,FIFA World Cup,2002-06-18,South Korea,2.0,1.0,Italy,,True
26497,FIFA World Cup,2002-06-21,England,1.0,2.0,Brazil,,False
26498,FIFA World Cup,2002-06-21,Germany,1.0,0.0,United States,,False
26499,Friendly,2002-06-22,Grenada,5.0,0.0,British Virgin Islands,,True
26500,FIFA World Cup,2002-06-22,South Korea,0.0,0.0,Spain,,True
26501,FIFA World Cup,2002-06-22,Senegal,0.0,1.0,Turkey,,False
26502,Friendly,2002-06-23,Saint Martin,1.0,0.0,Anguilla,,True
26503,FIFA World Cup,2002-06-25,South Korea,0.0,1.0,Germany,,True
26504,Friendly,2002-06-25,Mozambique,1.0,1.0,Angola,,True
26505,FIFA World Cup,2002-06-26,Brazil,1.0,0.0,Turkey,,False
26506,FIFA World Cup,2002-06-29,South Korea,2.0,3.0,Turkey,,True
26507,The Other Final,2002-06-30,Bhutan,4.0,0.0,Montserrat,,True
26508,FIFA World Cup,2002-06-30,Germany,0.0,2.0,Brazil,,False
26509,Friendly,2002-07-03,Estonia,0.0,0.0,Azerbaijan,,True
26510,Oceania Nations Cup,2002-07-05,New Zealand,4.0,0.0,Tahiti,,True
26511,Oceania Nations Cup,2002-07-05,Papua New Guinea,0.0,0.0,Solomon Islands,,False
26512,Oceania Nations Cup,2002-07-06,Australia,2.0,0.0,Vanuatu,,False
26513,Friendly,2002-07-06,British Virgin Islands,2.0,1.0,Anguilla,,True
26514,Oceania Nations Cup,2002-07-06,Fiji,2.0,1.0,New Caledonia,,False
26515,Gold Cup qualification,2002-07-06,Grenada,8.0,3.0,Saint Martin,,True
26516,Friendly,2002-07-06,Latvia,0.0,0.0,Azerbaijan,,True
26517,COSAFA Cup,2002-07-06,Zambia,3.0,0.0,Mozambique,,True
26518,Gold Cup qualification,2002-07-07,Guadeloupe,4.0,0.0,Puerto Rico,,True
26519,Friendly,2002-07-07,Kazakhstan,1.0,1.0,Estonia,,True
26520,Friendly,2002-07-07,Malawi,3.0,2.0,Zimbabwe,,True
26521,Oceania Nations Cup,2002-07-07,New Zealand,9.0,1.0,Papua New Guinea,,True
26522,Oceania Nations Cup,2002-07-07,Solomon Islands,2.0,3.0,Tahiti,,False
26523,Oceania Nations Cup,2002-07-08,Australia,11.0,0.0,New Caledonia,,False
26524,Oceania Nations Cup,2002-07-08,Fiji,0.0,1.0,Vanuatu,,False
26525,Friendly,2002-07-08,Malawi,2.0,2.0,Zimbabwe,,True
26526,Oceania Nations Cup,2002-07-09,New Zealand,6.0,1.0,Solomon Islands,,True
26527,Oceania Nations Cup,2002-07-09,Papua New Guinea,1.0,3.0,Tahiti,,False
26528,Oceania Nations Cup,2002-07-10,Australia,8.0,0.0,Fiji,,False
26529,Oceania Nations Cup,2002-07-10,New Caledonia,0.0,1.0,Vanuatu,,False
26530,Oceania Nations Cup,2002-07-12,Australia,2.0,1.0,Tahiti,,False
26531,Oceania Nations Cup,2002-07-12,New Zealand,3.0,0.0,Vanuatu,,True
26532,Gold Cup qualification,2002-07-14,British Virgin Islands,1.0,3.0,Saint Lucia,,True
26533,Oceania Nations Cup,2002-07-14,New Zealand,1.0,0.0,Australia,,True
26534,Oceania Nations Cup,2002-07-14,Tahiti,1.0,0.0,Vanuatu,,False
26535,Friendly,2002-07-16,Malaysia,1.0,2.0,Singapore,,True
26536,Friendly,2002-07-19,Iraq,2.0,0.0,Syria,,True
26537,Gold Cup qualification,2002-07-21,Puerto Rico,0.0,2.0,Guadeloupe,,True
26538,COSAFA Cup,2002-07-21,South Africa,0.0,0.0,Madagascar,,True
26539,Friendly,2002-07-22,Iraq,2.0,1.0,Syria,,True
26540,SKN Football Festival,2002-07-25,Barbados,0.0,0.0,Trinidad and Tobago,,False
26541,SKN Football Festival,2002-07-25,Saint Kitts and Nevis,3.0,0.0,Taiwan,,True
26542,Friendly,2002-07-26,Ethiopia,0.0,0.0,Uganda,,False
26543,Friendly,2002-07-26,Sudan,2.0,0.0,Chad,,True
26544,SKN Football Festival,2002-07-27,Saint Kitts and Nevis,3.0,0.0,Barbados,,True
26545,Gold Cup qualification,2002-07-28,Aruba,0.0,2.0,Suriname,,True
26546,Friendly,2002-07-28,Chad,3.0,2.0,Ethiopia,,False
26547,Gold Cup qualification,2002-07-28,Guyana,2.0,1.0,Curaçao,,True
26548,SKN Football Festival,2002-07-28,Saint Kitts and Nevis,2.0,1.0,Trinidad and Tobago,,True
26549,Gold Cup qualification,2002-07-28,Saint Lucia,8.0,1.0,British Virgin Islands,,True
26550,Friendly,2002-07-28,Sudan,2.0,1.0,Uganda,,True
26551,Friendly,2002-07-30,Chad,0.0,2.0,Uganda,,False
26552,Friendly,2002-07-30,Grenada,5.0,2.0,Taiwan,,True
26553,Friendly,2002-07-30,Sudan,3.0,0.0,Ethiopia,,True
26554,Friendly,2002-08-01,Eswatini,0.0,1.0,Mauritius,,True
26555,Friendly,2002-08-02,Grenada,0.0,1.0,Jamaica,,True
26556,Friendly,2002-08-03,Kenya,0.0,0.0,Uganda,,True
26557,Friendly,2002-08-03,Eswatini,0.0,0.0,Mauritius,,True
26558,Gold Cup qualification,2002-08-04,Saint Martin,1.0,7.0,Grenada,,True
26559,Friendly,2002-08-08,Egypt,4.0,1.0,Ethiopia,,True
26560,COSAFA Cup,2002-08-10,Malawi,1.0,0.0,Zambia,,True
26561,Gold Cup qualification,2002-08-11,Curaçao,1.0,0.0,Guyana,,True
26562,Friendly,2002-08-11,Saint Lucia,1.0,3.0,Jamaica,,True
26563,Gold Cup qualification,2002-08-11,Suriname,6.0,0.0,Aruba,,True
26564,Gold Cup qualification,2002-08-16,Dominican Republic,6.0,1.0,United States Virgin Islands,,True
26565,Friendly,2002-08-17,Jordan,1.0,1.0,Kenya,,True
26566,Gold Cup qualification,2002-08-18,Dominican Republic,5.0,1.0,United States Virgin Islands,,True
26567,Friendly,2002-08-19,Jordan,0.0,0.0,Sudan,,True
26568,Friendly,2002-08-20,Algeria,1.0,1.0,DR Congo,,True
26569,Friendly,2002-08-20,Egypt,2.0,0.0,Uganda,,True
26570,Friendly,2002-08-21,Azerbaijan,2.0,0.0,Uzbekistan,,True
26571,Friendly,2002-08-21,Bosnia and Herzegovina,0.0,2.0,Serbia,,True
26572,Friendly,2002-08-21,Brazil,0.0,1.0,Paraguay,,True
26573,Friendly,2002-08-21,Bulgaria,2.0,2.0,Germany,,True
26574,Friendly,2002-08-21,Croatia,1.0,1.0,Wales,,True
26575,Friendly,2002-08-21,Czech Republic,4.0,1.0,Slovakia,,True
26576,Friendly,2002-08-21,Estonia,1.0,0.0,Moldova,,True
26577,Friendly,2002-08-21,Faroe Islands,3.0,1.0,Liechtenstein,,True
26578,Friendly,2002-08-21,Finland,0.0,3.0,Republic of Ireland,,True
26579,Friendly,2002-08-21,Hungary,1.0,1.0,Spain,,True
26580,Friendly,2002-08-21,Iceland,3.0,0.0,Andorra,,True
26581,Friendly,2002-08-21,Italy,0.0,1.0,Slovenia,,True
26582,Friendly,2002-08-21,Latvia,2.0,4.0,Belarus,,True
26583,Friendly,2002-08-21,Lithuania,2.0,4.0,Israel,,True
26584,Friendly,2002-08-21,Luxembourg,0.0,2.0,Morocco,,True
26585,Friendly,2002-08-21,North Macedonia,5.0,0.0,Malta,,True
26586,Friendly,2002-08-21,Mauritius,1.0,1.0,Réunion,,True
26587,Friendly,2002-08-21,Northern Ireland,0.0,0.0,Cyprus,,True
26588,Friendly,2002-08-21,Norway,0.0,1.0,Netherlands,,True
26589,Friendly,2002-08-21,Poland,1.0,1.0,Belgium,,True
26590,Friendly,2002-08-21,Romania,0.0,1.0,Greece,,True
26591,Friendly,2002-08-21,Russia,1.0,1.0,Sweden,,True
26592,Friendly,2002-08-21,Scotland,0.0,1.0,Denmark,,True
26593,Friendly,2002-08-21,Switzerland,3.0,2.0,Austria,,True
26594,Friendly,2002-08-21,Tunisia,1.0,1.0,France,,True
26595,Friendly,2002-08-21,Turkey,3.0,0.0,Georgia,,True
26596,Friendly,2002-08-21,Ukraine,0.0,1.0,Iran,,True
26597,Friendly,2002-08-21,Venezuela,2.0,0.0,Bolivia,,True
26598,Friendly,2002-08-23,Egypt,3.0,0.0,Sudan,,True
26599,Friendly,2002-08-24,Rwanda,0.0,0.0,Kenya,,True
26600,COSAFA Cup,2002-08-24,South Africa,4.0,1.0,Eswatini,,True
26601,Friendly,2002-08-25,Angola,1.0,0.0,Gabon,,True
26602,Friendly,2002-08-25,Gambia,1.0,0.0,Sierra Leone,,True
26603,Friendly,2002-08-26,Botswana,0.0,1.0,Lesotho,,True
26604,Friendly,2002-08-26,Congo,1.0,3.0,DR Congo,,True
26605,Friendly,2002-08-27,Egypt,0.0,1.0,Libya,,True
26606,Friendly,2002-08-29,India,0.0,3.0,Jamaica,,False
26607,WAFF Championship,2002-08-30,Jordan,1.0,0.0,Iran,,False
26608,WAFF Championship,2002-08-30,Syria,2.0,1.0,Palestine,,True
26609,Friendly,2002-08-30,Zimbabwe,2.0,0.0,Lesotho,,True
26610,Friendly,2002-08-31,Uganda,2.0,2.0,Zambia,,True
26611,Friendly,2002-09-01,Congo,0.0,0.0,Gabon,,True
26612,Friendly,2002-09-01,Gambia,1.0,0.0,Guinea,,True
26613,Friendly,2002-09-01,India,0.0,0.0,Jamaica,,False
26614,WAFF Championship,2002-09-01,Lebanon,0.0,1.0,Jordan,,False
26615,WAFF Championship,2002-09-01,Palestine,0.0,2.0,Iraq,,False
26616,Friendly,2002-09-02,Libya,4.0,0.0,Togo,,True
26617,Friendly,2002-09-02,Tanzania,1.0,1.0,Zanzibar,,True
26618,WAFF Championship,2002-09-03,Iran,2.0,0.0,Lebanon,,False
26619,WAFF Championship,2002-09-03,Syria,0.0,1.0,Iraq,,True
26620,WAFF Championship,2002-09-05,Iraq,0.0,0.0,Iran,,False
26621,Friendly,2002-09-05,Luxembourg,0.0,5.0,Israel,,True
26622,WAFF Championship,2002-09-05,Syria,1.0,2.0,Jordan,,True
26623,Friendly,2002-09-06,Czech Republic,5.0,0.0,Serbia,,True
26624,African Cup of Nations qualification,2002-09-06,Mauritania,0.0,2.0,Cape Verde,,True
26625,UEFA Euro qualification,2002-09-07,Armenia,2.0,2.0,Ukraine,,True
26626,UEFA Euro qualification,2002-09-07,Austria,2.0,0.0,Moldova,,True
26627,UEFA Euro qualification,2002-09-07,Azerbaijan,0.0,2.0,Italy,,True
26628,UEFA Euro qualification,2002-09-07,Belgium,0.0,2.0,Bulgaria,,True
26629,UEFA Euro qualification,2002-09-07,Bosnia and Herzegovina,0.0,3.0,Romania,,True
