ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
1,Friendly,1872-11-30,Scotland,0.0,0.0,England,,True
2,Friendly,1873-03-08,England,4.0,2.0,Scotland,,True
3,Friendly,1874-03-07,Scotland,2.0,1.0,England,,True
4,Friendly,1875-03-06,England,2.0,2.0,Scotland,,True
5,Friendly,1876-03-04,Scotland,3.0,0.0,England,,True
6,Friendly,1876-03-25,Scotland,4.0,0.0,Wales,,True
7,Friendly,1877-03-03,England,1.0,3.0,Scotland,,True
8,Friendly,1877-03-05,Wales,0.0,2.0,Scotland,,True
9,Friendly,1878-03-02,Scotland,7.0,2.0,England,,True
10,Friendly,1878-03-23,Scotland,9.0,0.0,Wales,,True
11,Friendly,1879-01-18,England,2.0,1.0,Wales,,True
12,Friendly,1879-04-05,England,5.0,4.0,Scotland,,True
13,Friendly,1879-04-07,Wales,0.0,3.0,Scotland,,True
14,Friendly,1880-03-13,Scotland,5.0,4.0,England,,True
15,Friendly,1880-03-15,Wales,2.0,3.0,England,,True
16,Friendly,1880-03-27,Scotland,5.0,1.0,Wales,,True
17,Friendly,1881-02-26,England,0.0,1.0,Wales,,True
18,Friendly,1881-03-12,England,1.0,6.0,Scotland,,True
19,Friendly,1881-03-14,Wales,1.0,5.0,Scotland,,True
20,Friendly,1882-02-18,Northern Ireland,0.0,13.0,England,,True
21,Friendly,1882-02-25,Wales,7.0,1.0,Northern Ireland,,True
22,Friendly,1882-03-11,Scotland,5.0,1.0,England,,True
23,Friendly,1882-03-13,Wales,5.0,3.0,England,,True
24,Friendly,1882-03-25,Scotland,5.0,0.0,Wales,,True
25,Friendly,1883-02-03,England,5.0,0.0,Wales,,True
26,Friendly,1883-02-24,England,7.0,0.0,Northern Ireland,,True
27,Friendly,1883-03-10,England,2.0,3.0,Scotland,,True
28,Friendly,1883-03-12,Wales,0.0,3.0,Scotland,,True
29,Friendly,1883-03-17,Northern Ireland,1.0,1.0,Wales,,True
30,British Home Championship,1884-01-26,Northern Ireland,0.0,5.0,Scotland,,True
31,British Home Championship,1884-02-09,Wales,6.0,0.0,Northern Ireland,,True
32,British Home Championship,1884-02-23,Northern Ireland,1.0,8.0,England,,True
33,British Home Championship,1884-03-15,Scotland,1.0,0.0,England,,True
34,British Home Championship,1884-03-17,Wales,0.0,4.0,England,,True
35,British Home Championship,1884-03-29,Scotland,4.0,1.0,Wales,,True
36,British Home Championship,1885-02-28,England,4.0,0.0,Northern Ireland,,True
37,British Home Championship,1885-03-14,England,1.0,1.0,Wales,,True
38,British Home Championship,1885-03-14,Scotland,8.0,2.0,Northern Ireland,,True
39,British Home Championship,1885-03-21,England,1.0,1.0,Scotland,,True
40,British Home Championship,1885-03-23,Wales,1.0,8.0,Scotland,,True
41,British Home Championship,1885-04-11,Northern Ireland,2.0,8.0,Wales,,True
42,Friendly,1885-11-28,United States,0.0,1.0,Canada,,True
43,British Home Championship,1886-02-27,Wales,5.0,0.0,Northern Ireland,,True
44,British Home Championship,1886-03-13,Northern Ireland,1.0,6.0,England,,True
45,British Home Championship,1886-03-20,Northern Ireland,2.0,7.0,Scotland,,True
46,British Home Championship,1886-03-27,Scotland,1.0,1.0,England,,True
47,British Home Championship,1886-03-29,Wales,1.0,3.0,England,,True
48,British Home Championship,1886-04-10,Scotland,4.0,1.0,Wales,,True
49,Friendly,1886-11-25,United States,3.0,2.0,Canada,,True
50,British Home Championship,1887-02-05,England,7.0,0.0,Northern Ireland,,True
51,British Home Championship,1887-02-19,Scotland,4.0,1.0,Northern Ireland,,True
52,British Home Championship,1887-02-26,England,4.0,0.0,Wales,,True
53,British Home Championship,1887-03-12,Northern Ireland,4.0,1.0,Wales,,True
54,British Home Championship,1887-03-19,England,2.0,3.0,Scotland,,True
55,British Home Championship,1887-03-21,Wales,0.0,2.0,Scotland,,True
56,British Home Championship,1888-02-04,England,5.0,1.0,Wales,,True
57,British Home Championship,1888-03-03,Wales,11.0,0.0,Northern Ireland,,True
58,British Home Championship,1888-03-10,Scotland,5.0,1.0,Wales,,True
59,British Home Championship,1888-03-17,Scotland,0.0,5.0,England,,True
60,British Home Championship,1888-03-24,Northern Ireland,2.0,10.0,Scotland,,True
61,British Home Championship,1888-04-07,Northern Ireland,1.0,5.0,England,,True
62,Friendly,1888-09-19,Scotland,4.0,0.0,Canada,,True
63,British Home Championship,1889-02-23,England,4.0,1.0,Wales,,True
64,British Home Championship,1889-03-02,England,6.0,1.0,Northern Ireland,,True
65,British Home Championship,1889-03-09,Scotland,7.0,0.0,Northern Ireland,,True
66,British Home Championship,1889-04-13,England,2.0,3.0,Scotland,,True
67,British Home Championship,1889-04-15,Wales,0.0,0.0,Scotland,,True
68,British Home Championship,1889-04-27,Northern Ireland,1.0,3.0,Wales,,True
69,British Home Championship,1890-02-08,Wales,5.0,2.0,Northern Ireland,,False
70,British Home Championship,1890-03-15,Northern Ireland,1.0,9.0,England,,True
71,British Home Championship,1890-03-15,Wales,1.0,3.0,England,,True
72,British Home Championship,1890-03-22,Scotland,5.0,0.0,Wales,,True
73,British Home Championship,1890-03-29,Northern Ireland,1.0,4.0,Scotland,,True
74,British Home Championship,1890-04-05,Scotland,1.0,1.0,England,,True
75,British Home Championship,1891-02-07,Northern Ireland,7.0,2.0,Wales,,True
76,British Home Championship,1891-03-07,England,4.0,1.0,Wales,,True
77,British Home Championship,1891-03-07,England,6.0,1.0,Northern Ireland,,True
78,British Home Championship,1891-03-21,Wales,3.0,4.0,Scotland,,True
79,British Home Championship,1891-03-28,Scotland,2.0,1.0,Northern Ireland,,True
80,British Home Championship,1891-04-04,England,2.0,1.0,Scotland,,True
81,British Home Championship,1892-02-27,Wales,1.0,1.0,Northern Ireland,,True
82,British Home Championship,1892-03-05,Northern Ireland,0.0,2.0,England,,True
83,British Home Championship,1892-03-05,Wales,0.0,2.0,England,,True
84,British Home Championship,1892-03-19,Northern Ireland,2.0,3.0,Scotland,,True
85,British Home Championship,1892-03-26,Scotland,6.0,1.0,Wales,,True
86,British Home Championship,1892-04-02,Scotland,1.0,4.0,England,,True
87,British Home Championship,1893-02-25,England,6.0,1.0,Northern Ireland,,True
88,British Home Championship,1893-03-13,England,6.0,0.0,Wales,,True
89,British Home Championship,1893-03-18,Wales,0.0,8.0,Scotland,,True
90,British Home Championship,1893-03-25,Scotland,6.0,1.0,Northern Ireland,,True
91,British Home Championship,1893-04-01,England,5.0,2.0,Scotland,,True
92,British Home Championship,1894-02-24,Wales,4.0,1.0,Northern Ireland,,True
93,British Home Championship,1894-03-03,Northern Ireland,2.0,2.0,England,,True
94,British Home Championship,1894-03-12,Wales,1.0,5.0,England,,True
95,British Home Championship,1894-03-24,Scotland,5.0,2.0,Wales,,True
96,British Home Championship,1894-03-31,Northern Ireland,1.0,2.0,Scotland,,True
97,British Home Championship,1894-04-07,Scotland,2.0,2.0,England,,True
98,British Home Championship,1895-03-09,England,9.0,0.0,Northern Ireland,,True
99,British Home Championship,1895-03-16,Northern Ireland,2.0,2.0,Wales,,True
100,British Home Championship,1895-03-18,England,1.0,1.0,Wales,,True
101,British Home Championship,1895-03-23,Wales,2.0,2.0,Scotland,,True
102,British Home Championship,1895-03-30,Scotland,3.0,1.0,Northern Ireland,,True
103,British Home Championship,1895-04-06,England,3.0,0.0,Scotland,,True
104,British Home Championship,1896-02-29,Wales,6.0,1.0,Northern Ireland,,True
105,British Home Championship,1896-03-07,Northern Ireland,0.0,2.0,England,,True
106,British Home Championship,1896-03-16,Wales,1.0,9.0,England,,True
107,British Home Championship,1896-03-21,Scotland,4.0,0.0,Wales,,True
108,British Home Championship,1896-03-28,Northern Ireland,3.0,3.0,Scotland,,True
109,British Home Championship,1896-04-04,Scotland,2.0,1.0,England,,True
110,British Home Championship,1897-02-20,England,6.0,0.0,Northern Ireland,,True
111,British Home Championship,1897-03-06,Northern Ireland,4.0,3.0,Wales,,True
112,British Home Championship,1897-03-20,Wales,2.0,2.0,Scotland,,True
113,British Home Championship,1897-03-27,Scotland,5.0,1.0,Northern Ireland,,True
114,British Home Championship,1897-03-29,England,4.0,0.0,Wales,,True
115,British Home Championship,1897-04-03,England,1.0,2.0,Scotland,,True
116,British Home Championship,1898-02-19,Wales,0.0,1.0,Northern Ireland,,True
117,British Home Championship,1898-03-05,Northern Ireland,2.0,3.0,England,,True
118,British Home Championship,1898-03-19,Scotland,5.0,2.0,Wales,,True
119,British Home Championship,1898-03-26,Northern Ireland,0.0,3.0,Scotland,,True
120,British Home Championship,1898-03-28,Wales,0.0,3.0,England,,True
121,British Home Championship,1898-04-02,Scotland,1.0,3.0,England,,True
122,British Home Championship,1899-02-18,England,13.0,2.0,Northern Ireland,,True
123,British Home Championship,1899-03-04,Northern Ireland,1.0,0.0,Wales,,True
124,British Home Championship,1899-03-18,Wales,0.0,6.0,Scotland,,True
125,British Home Championship,1899-03-20,England,4.0,0.0,Wales,,True
126,British Home Championship,1899-03-25,Scotland,9.0,1.0,Northern Ireland,,True
127,British Home Championship,1899-04-08,England,2.0,1.0,Scotland,,True
128,British Home Championship,1900-02-03,Scotland,5.0,2.0,Wales,,True
129,British Home Championship,1900-02-24,Wales,2.0,0.0,Northern Ireland,,True
130,British Home Championship,1900-03-03,Northern Ireland,0.0,3.0,Scotland,,True
131,British Home Championship,1900-03-17,Northern Ireland,0.0,2.0,England,,True
132,British Home Championship,1900-03-26,Wales,1.0,1.0,England,,True
133,British Home Championship,1900-04-07,Scotland,4.0,1.0,England,,True
134,British Home Championship,1901-02-23,Scotland,11.0,0.0,Northern Ireland,,True
135,British Home Championship,1901-03-02,Wales,1.0,1.0,Scotland,,True
136,British Home Championship,1901-03-09,England,3.0,0.0,Northern Ireland,,True
137,British Home Championship,1901-03-18,England,6.0,0.0,Wales,,True
138,British Home Championship,1901-03-23,Northern Ireland,0.0,1.0,Wales,,True
139,British Home Championship,1901-03-30,England,2.0,2.0,Scotland,,True
140,British Home Championship,1902-02-22,Wales,0.0,3.0,Northern Ireland,,True
141,British Home Championship,1902-03-01,Northern Ireland,1.0,5.0,Scotland,,True
142,British Home Championship,1902-03-03,Wales,0.0,0.0,England,,True
143,British Home Championship,1902-03-15,Scotland,5.0,1.0,Wales,,True
144,British Home Championship,1902-03-22,Northern Ireland,0.0,1.0,England,,True
145,British Home Championship,1902-05-03,England,2.0,2.0,Scotland,,True
146,Friendly,1902-07-20,Uruguay,0.0,6.0,Argentina,,True
147,Friendly,1902-10-12,Austria,5.0,0.0,Hungary,,True
148,British Home Championship,1903-02-14,England,4.0,0.0,Northern Ireland,,True
149,British Home Championship,1903-03-02,England,2.0,1.0,Wales,,True
150,British Home Championship,1903-03-09,Wales,0.0,1.0,Scotland,,True
151,British Home Championship,1903-03-21,Scotland,0.0,2.0,Northern Ireland,,True
152,British Home Championship,1903-03-28,Northern Ireland,2.0,0.0,Wales,,True
153,British Home Championship,1903-04-04,England,1.0,2.0,Scotland,,True
154,Friendly,1903-04-05,Hungary,2.0,1.0,Czechoslovakia,,True
155,Friendly,1903-06-11,Hungary,3.0,2.0,Austria,,True
156,Friendly,1903-09-13,Argentina,2.0,3.0,Uruguay,,True
157,Friendly,1903-10-11,Austria,4.0,2.0,Hungary,,True
158,British Home Championship,1904-02-29,Wales,2.0,2.0,England,,True
159,British Home Championship,1904-03-12,Northern Ireland,1.0,3.0,England,,True
160,British Home Championship,1904-03-12,Scotland,1.0,1.0,Wales,,True
161,British Home Championship,1904-03-21,Wales,0.0,1.0,Northern Ireland,,True
162,British Home Championship,1904-03-26,Northern Ireland,1.0,1.0,Scotland,,True
163,British Home Championship,1904-04-09,Scotland,0.0,1.0,England,,True
164,Évence Coppée Trophy,1904-05-01,Belgium,3.0,3.0,France,,True
165,Friendly,1904-06-02,Hungary,3.0,0.0,Austria,,True
166,Friendly,1904-10-09,Austria,5.0,4.0,Hungary,,True
167,Friendly,1905-02-12,France,1.0,0.0,Switzerland,,True
168,British Home Championship,1905-02-25,England,1.0,1.0,Northern Ireland,,True
169,British Home Championship,1905-03-06,Wales,3.0,1.0,Scotland,,True
170,British Home Championship,1905-03-18,Scotland,4.0,0.0,Northern Ireland,,True
171,British Home Championship,1905-03-27,England,3.0,1.0,Wales,,True
172,British Home Championship,1905-04-01,England,1.0,0.0,Scotland,,True
173,British Home Championship,1905-04-08,Northern Ireland,2.0,2.0,Wales,,True
174,Friendly,1905-04-09,Hungary,0.0,0.0,Austria,,True
175,Muratti Vase,1905-04-17,Guernsey,6.0,0.0,Alderney,,True
176,Muratti Vase,1905-04-27,Jersey,0.0,1.0,Guernsey,,True
177,Friendly,1905-04-30,Belgium,1.0,4.0,Netherlands,,True
178,Friendly,1905-05-07,Belgium,7.0,0.0,France,,True
179,Friendly,1905-05-14,Netherlands,4.0,0.0,Belgium,,True
180,Friendly,1905-07-21,Guyana,1.0,4.0,Trinidad and Tobago,,True
181,Copa Lipton,1905-08-15,Argentina,0.0,0.0,Uruguay,,True
182,British Home Championship,1906-02-17,Northern Ireland,0.0,5.0,England,,True
183,British Home Championship,1906-03-03,Scotland,0.0,2.0,Wales,,True
184,British Home Championship,1906-03-17,Northern Ireland,0.0,1.0,Scotland,,True
185,British Home Championship,1906-03-19,Wales,0.0,1.0,England,,True
186,Muratti Vase,1906-03-29,Jersey,1.0,2.0,Guernsey,,True
187,Friendly,1906-04-01,Hungary,1.0,1.0,Czechoslovakia,,True
188,British Home Championship,1906-04-02,Wales,4.0,4.0,Northern Ireland,,True
189,Muratti Vase,1906-04-02,Guernsey,1.0,0.0,Alderney,,True
190,British Home Championship,1906-04-07,Scotland,2.0,1.0,England,,True
191,Friendly,1906-04-22,France,0.0,5.0,Belgium,,True
192,Friendly,1906-04-29,Belgium,5.0,0.0,Netherlands,,True
193,Friendly,1906-05-13,Netherlands,2.0,3.0,Belgium,,True
194,Friendly,1906-07-09,Argentina,0.0,1.0,South Africa,,True
195,Copa Lipton,1906-08-15,Uruguay,0.0,2.0,Argentina,,True
196,Friendly,1906-10-07,Czechoslovakia,4.0,4.0,Hungary,,True
197,Copa Newton,1906-10-21,Argentina,2.0,1.0,Uruguay,,True
198,Friendly,1906-11-04,Hungary,3.0,1.0,Austria,,True
199,British Home Championship,1907-02-16,England,1.0,0.0,Northern Ireland,,True
200,British Home Championship,1907-02-23,Northern Ireland,2.0,3.0,Wales,,True
201,British Home Championship,1907-03-04,Wales,1.0,0.0,Scotland,,True
202,British Home Championship,1907-03-16,Scotland,3.0,0.0,Northern Ireland,,True
203,British Home Championship,1907-03-18,England,1.0,1.0,Wales,,True
204,Muratti Vase,1907-03-21,Alderney,1.0,2.0,Jersey,,False
205,Muratti Vase,1907-04-04,Jersey,2.0,3.0,Guernsey,,True
206,British Home Championship,1907-04-06,England,1.0,1.0,Scotland,,True
207,Friendly,1907-04-07,Hungary,5.0,2.0,Czechoslovakia,,True
208,Friendly,1907-04-14,Belgium,1.0,3.0,Netherlands,,True
209,Friendly,1907-04-21,Belgium,1.0,2.0,France,,True
210,Friendly,1907-05-05,Austria,3.0,1.0,Hungary,,True
211,Friendly,1907-05-09,Netherlands,1.0,2.0,Belgium,,True
212,Friendly,1907-10-06,Czechoslovakia,5.0,3.0,Hungary,,True
213,Friendly,1907-11-03,Hungary,4.0,1.0,Austria,,True
214,British Home Championship,1908-02-15,Northern Ireland,1.0,3.0,England,,True
215,British Home Championship,1908-03-07,Scotland,2.0,1.0,Wales,,True
216,Friendly,1908-03-08,Switzerland,1.0,2.0,France,,True
217,British Home Championship,1908-03-14,Northern Ireland,0.0,5.0,Scotland,,True
218,British Home Championship,1908-03-16,Wales,1.0,7.0,England,,True
219,Friendly,1908-03-29,Belgium,1.0,4.0,Netherlands,,True
220,Muratti Vase,1908-04-02,Guernsey,3.0,0.0,Alderney,,False
221,British Home Championship,1908-04-04,Scotland,1.0,1.0,England,,True
222,Friendly,1908-04-05,Hungary,5.0,2.0,Czechoslovakia,,True
223,Friendly,1908-04-05,Switzerland,5.0,3.0,Germany,,True
224,Muratti Vase,1908-04-09,Guernsey,0.0,4.0,Jersey,,True
225,British Home Championship,1908-04-11,Wales,0.0,1.0,Northern Ireland,,True
226,Friendly,1908-04-12,France,1.0,2.0,Belgium,,True
227,Friendly,1908-04-26,Netherlands,3.0,1.0,Belgium,,True
228,Friendly,1908-05-03,Austria,4.0,0.0,Hungary,,True
229,Friendly,1908-05-10,Netherlands,4.0,1.0,France,,True
230,Friendly,1908-06-06,Austria,1.0,6.0,England,,True
231,Friendly,1908-06-07,Austria,3.0,2.0,Germany,,True
232,Friendly,1908-06-08,Austria,1.0,11.0,England,,True
233,Friendly,1908-06-10,Hungary,0.0,7.0,England,,True
234,Friendly,1908-06-13,Czechoslovakia,0.0,4.0,England,,True
235,Friendly,1908-07-12,Sweden,11.0,3.0,Norway,,True
236,Copa Lipton,1908-08-15,Uruguay,2.0,2.0,Argentina,,True
237,Copa Newton,1908-09-13,Argentina,2.0,1.0,Uruguay,,True
238,Copa Premio Honor Argentino,1908-10-04,Argentina,0.0,1.0,Uruguay,,True
239,Olympic Games,1908-10-22,France,1.0,17.0,Denmark,,False
240,Olympic Games,1908-10-23,Netherlands,2.0,0.0,Sweden,,False
241,Friendly,1908-10-25,Netherlands,5.0,3.0,Sweden,,True
242,Friendly,1908-10-26,Belgium,2.0,1.0,Sweden,,True
243,Friendly,1908-11-01,Hungary,5.0,3.0,Austria,,True
244,British Home Championship,1909-02-13,England,4.0,0.0,Northern Ireland,,True
245,British Home Championship,1909-03-01,Wales,3.0,2.0,Scotland,,True
246,British Home Championship,1909-03-15,England,2.0,0.0,Wales,,True
247,British Home Championship,1909-03-15,Scotland,5.0,0.0,Northern Ireland,,True
248,Muratti Vase,1909-03-18,Guernsey,3.0,0.0,Jersey,,True
249,British Home Championship,1909-03-20,Northern Ireland,2.0,3.0,Wales,,True
250,Friendly,1909-03-21,Belgium,1.0,4.0,Netherlands,,True
251,Muratti Vase,1909-03-25,Guernsey,2.0,0.0,Alderney,,False
252,British Home Championship,1909-04-03,England,2.0,0.0,Scotland,,True
253,Friendly,1909-04-04,Germany,1.0,0.0,Switzerland,,True
254,Friendly,1909-04-04,Hungary,3.0,3.0,Germany,,True
255,Friendly,1909-04-25,Netherlands,4.0,1.0,Belgium,,True
256,Friendly,1909-05-02,Austria,3.0,4.0,Hungary,,True
257,Friendly,1909-05-09,Belgium,5.0,2.0,France,,True
258,Friendly,1909-05-29,Hungary,2.0,4.0,England,,True
259,Friendly,1909-05-30,Hungary,1.0,1.0,Austria,,True
260,Friendly,1909-05-31,Hungary,2.0,8.0,England,,True
261,Friendly,1909-06-01,Austria,1.0,8.0,England,,True
262,Copa Lipton,1909-08-15,Argentina,2.0,1.0,Uruguay,,True
263,Copa Newton,1909-09-19,Uruguay,2.0,2.0,Argentina,,True
264,Copa Premio Honor Argentino,1909-10-10,Argentina,3.0,1.0,Uruguay,,True
265,Friendly,1909-11-07,Hungary,2.0,2.0,Austria,,True
266,British Home Championship,1910-02-12,Northern Ireland,1.0,1.0,England,,True
267,British Home Championship,1910-03-05,Scotland,1.0,0.0,Wales,,True
268,Friendly,1910-03-13,Belgium,3.0,2.0,Netherlands,,True
269,British Home Championship,1910-03-14,Wales,0.0,1.0,England,,True
270,British Home Championship,1910-03-19,Northern Ireland,1.0,0.0,Scotland,,True
271,British Home Championship,1910-04-02,Scotland,2.0,0.0,England,,True
272,Friendly,1910-04-03,France,0.0,4.0,Belgium,,True
273,Friendly,1910-04-03,Switzerland,2.0,3.0,Germany,,True
274,Muratti Vase,1910-04-07,Jersey,7.0,1.0,Alderney,,True
275,Friendly,1910-04-10,Netherlands,7.0,0.0,Belgium,,True
276,British Home Championship,1910-04-11,Wales,4.0,1.0,Northern Ireland,,True
277,Muratti Vase,1910-04-21,Guernsey,2.0,3.0,Jersey,,True
278,Friendly,1910-04-24,Netherlands,4.0,2.0,Germany,,True
279,Friendly,1910-05-01,Austria,2.0,1.0,Hungary,,True
280,Friendly,1910-05-15,Italy,6.0,2.0,France,,True
281,Friendly,1910-05-16,Germany,0.0,3.0,Belgium,,True
282,Friendly,1910-05-26,Hungary,6.0,1.0,Italy,,True
283,Friendly,1910-05-27,Argentina,3.0,1.0,Chile,,True
284,Friendly,1910-05-29,Chile,0.0,3.0,Uruguay,,False
285,Friendly,1910-06-05,Argentina,5.0,1.0,Chile,,True
286,Friendly,1910-06-12,Argentina,4.0,1.0,Uruguay,,True
287,Copa Lipton,1910-08-15,Uruguay,3.0,1.0,Argentina,,True
288,Friendly,1910-09-11,Chile,0.0,3.0,Argentina,,True
289,Friendly,1910-09-11,Norway,0.0,4.0,Sweden,,True
290,Friendly,1910-10-16,Germany,1.0,2.0,Netherlands,,True
291,Friendly,1910-10-16,Russia,5.0,4.0,Czechoslovakia,,True
292,Friendly,1910-10-23,Russia,1.0,0.0,Czechoslovakia,,True
293,Friendly,1910-11-06,Hungary,3.0,0.0,Austria,,True
294,Copa Premio Honor Argentino,1910-11-13,Argentina,1.0,1.0,Uruguay,,True
295,Copa Premio Honor Argentino,1910-11-27,Argentina,2.0,6.0,Uruguay,,True
296,Friendly,1911-01-01,France,0.0,3.0,Hungary,,True
297,Friendly,1911-01-06,Italy,0.0,1.0,Hungary,,True
298,Friendly,1911-01-08,Switzerland,2.0,0.0,Hungary,,True
299,British Home Championship,1911-01-28,Northern Ireland,1.0,2.0,Wales,,True
300,British Home Championship,1911-02-11,England,2.0,1.0,Northern Ireland,,True
301,British Home Championship,1911-03-06,Wales,2.0,2.0,Scotland,,True
302,British Home Championship,1911-03-13,England,3.0,0.0,Wales,,True
303,British Home Championship,1911-03-18,Scotland,2.0,0.0,Northern Ireland,,True
304,Friendly,1911-03-19,Belgium,1.0,5.0,Netherlands,,True
305,Friendly,1911-03-26,Germany,6.0,2.0,Switzerland,,True
306,British Home Championship,1911-04-01,England,1.0,1.0,Scotland,,True
307,Friendly,1911-04-02,Netherlands,3.0,1.0,Belgium,,True
308,Friendly,1911-04-09,France,2.0,2.0,Italy,,True
309,Muratti Vase,1911-04-20,Guernsey,2.0,1.0,Alderney,,True
310,Friendly,1911-04-23,Belgium,2.0,1.0,Germany,,True
311,Friendly,1911-04-23,Switzerland,5.0,2.0,France,,True
312,Muratti Vase,1911-04-27,Jersey,4.0,1.0,Guernsey,,True
313,Friendly,1911-04-30,Belgium,7.0,1.0,France,,True
314,Friendly,1911-05-07,Austria,3.0,1.0,Hungary,,True
315,Friendly,1911-05-07,Italy,2.0,2.0,Switzerland,,True
316,Friendly,1911-05-21,Switzerland,3.0,0.0,Italy,,True
317,Friendly,1911-06-18,Sweden,2.0,4.0,Germany,,True
318,Copa Lipton,1911-08-15,Argentina,0.0,2.0,Uruguay,,True
319,Friendly,1911-09-17,Sweden,4.0,1.0,Norway,,True
320,Copa Newton,1911-09-17,Uruguay,2.0,3.0,Argentina,,True
321,Copa Premio Honor Uruguayo,1911-10-08,Uruguay,1.0,1.0,Argentina,,True
322,Friendly,1911-10-09,Germany,1.0,2.0,Austria,,True
323,Copa Premio Honor Argentino,1911-10-22,Argentina,2.0,0.0,Uruguay,,True
324,Friendly,1911-10-22,Finland,2.0,5.0,Sweden,,True
325,Friendly,1911-10-29,Germany,1.0,3.0,Sweden,,True
326,Friendly,1911-10-29,Hungary,9.0,0.0,Switzerland,,True
327,Friendly,1911-10-29,Luxembourg,1.0,4.0,France,,True
328,Copa Premio Honor Uruguayo,1911-10-29,Uruguay,3.0,0.0,Argentina,,True
329,Friendly,1911-11-05,Hungary,2.0,0.0,Austria,,True
330,Friendly,1911-12-17,Germany,1.0,4.0,Hungary,,True
331,Friendly,1912-01-28,France,1.0,1.0,Belgium,,True
332,British Home Championship,1912-02-10,Northern Ireland,1.0,6.0,England,,True
333,Friendly,1912-02-10,France,7.0,0.0,Catalonia,,True
334,Friendly,1912-02-18,France,4.0,1.0,Switzerland,,True
335,Friendly,1912-02-20,Belgium,9.0,2.0,Switzerland,,True
336,British Home Championship,1912-03-02,Scotland,1.0,0.0,Wales,,True
337,Friendly,1912-03-10,Belgium,1.0,2.0,Netherlands,,True
338,British Home Championship,1912-03-11,Wales,0.0,2.0,England,,True
339,British Home Championship,1912-03-16,Northern Ireland,1.0,4.0,Scotland,,True
340,Friendly,1912-03-17,Italy,3.0,4.0,France,,True
341,British Home Championship,1912-03-23,Scotland,1.0,1.0,England,,True
342,Friendly,1912-03-24,Netherlands,5.0,5.0,Germany,,True
343,British Home Championship,1912-04-13,Wales,2.0,3.0,Northern Ireland,,True
344,Friendly,1912-04-14,Hungary,4.0,4.0,Germany,,True
345,Muratti Vase,1912-04-18,Jersey,3.0,3.0,Guernsey,,True
346,Muratti Vase,1912-04-19,Jersey,2.0,5.0,Guernsey,,True
347,Muratti Vase,1912-04-25,Guernsey,4.0,0.0,Alderney,,True
348,Friendly,1912-04-28,Netherlands,4.0,3.0,Belgium,,True
349,Friendly,1912-05-05,Austria,1.0,1.0,Hungary,,True
350,Friendly,1912-05-05,Switzerland,1.0,2.0,Germany,,True
351,Friendly,1912-05-06,Russia,1.0,1.0,Finland,,True
352,Friendly,1912-06-16,Norway,1.0,2.0,Sweden,,True
353,Friendly,1912-06-20,Sweden,2.0,2.0,Hungary,,True
354,Friendly,1912-06-23,Norway,0.0,6.0,Hungary,,True
355,Friendly,1912-06-27,Sweden,7.0,1.0,Finland,,True
356,Olympic Games,1912-06-29,Finland,3.0,2.0,Italy,,False
357,Olympic Games,1912-06-29,Austria,5.0,1.0,Germany,,False
358,Olympic Games,1912-06-29,Sweden,3.0,4.0,Netherlands,,True
359,Olympic Games,1912-06-30,Finland,2.0,1.0,Russia,,False
360,Olympic Games,1912-06-30,Denmark,7.0,0.0,Norway,,False
361,Olympic Games,1912-06-30,Netherlands,3.0,1.0,Austria,,False
362,Olympic Games,1912-07-01,Austria,1.0,0.0,Norway,,False
363,Olympic Games,1912-07-01,Germany,16.0,0.0,Russia,,False
364,Olympic Games,1912-07-01,Sweden,0.0,1.0,Italy,,True
365,Olympic Games,1912-07-02,Denmark,4.0,1.0,Netherlands,,False
366,Olympic Games,1912-07-03,Hungary,3.0,1.0,Germany,,False
367,Olympic Games,1912-07-03,Austria,5.0,1.0,Italy,,False
368,Friendly,1912-07-03,Norway,2.0,1.0,Russia,,False
369,Olympic Games,1912-07-04,Netherlands,9.0,0.0,Finland,,False
370,Olympic Games,1912-07-05,Hungary,3.0,0.0,Austria,,False
371,Friendly,1912-07-12,Russia,0.0,9.0,Hungary,,True
372,Friendly,1912-07-14,Russia,0.0,12.0,Hungary,,True
373,Copa Lipton,1912-08-15,Uruguay,2.0,0.0,Argentina,,True
374,Copa Premio Honor Uruguayo,1912-08-25,Uruguay,3.0,0.0,Argentina,,True
375,Copa Premio Honor Argentino,1912-09-22,Argentina,0.0,1.0,Uruguay,,True
376,Copa Newton,1912-10-06,Argentina,3.0,3.0,Uruguay,,True
377,Friendly,1912-10-06,Denmark,3.0,1.0,Germany,,True
378,Friendly,1912-11-03,Hungary,4.0,0.0,Austria,,True
379,Friendly,1912-11-03,Sweden,4.0,2.0,Norway,,True
380,Friendly,1912-11-17,Germany,2.0,3.0,Netherlands,,True
381,Friendly,1912-12-01,Uruguay,1.0,3.0,Argentina,,True
382,Friendly,1912-12-01,Catalonia,1.0,0.0,France,,True
383,Friendly,1912-12-22,Italy,1.0,3.0,Austria,,True
384,Friendly,1913-01-12,France,1.0,0.0,Italy,,True
385,British Home Championship,1913-01-18,Northern Ireland,0.0,1.0,Wales,,True
386,Far Eastern Championship Games,1913-02-04,Philippines,2.0,1.0,China,,True
387,British Home Championship,1913-02-15,Northern Ireland,2.0,1.0,England,,True
388,Friendly,1913-02-16,Belgium,3.0,0.0,France,,True
